title,price,address,item_url,date,Вход,Общая площадь,Этаж,Высота потолков,Отделка,Отопление,Тип сделки,Готовность,Тип здания,Класс здания,Парковка,lat,lon,Отдельный вход,Удалённость от дороги,Мощность электросети,Арендаторы,Количество парковочных мест,Планировка
"Свободного назначения, 500 м²",82500000,"ул. Лукина, 50АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_500_m_3674409571?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 ноября 2023,с улицы,500 м²,1,3.5 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,на улице,55.8691864,49.09675598,есть,вторая линия и дальше,"55 кВт, можно увеличить",,,
"Свободного назначения, 39.2 м²",6453500,"ул. Лукина, 50АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_39.2_m_3673990721?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 ноября 2023,с улицы,39.2 м²,1,3.5 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,на улице,55.8691864,49.09675598,есть,вторая линия и дальше,"25 кВт, можно увеличить",,,
"Свободного назначения, 900 м²",73000000,"Советский район, жилой массив Константиновка, ул. Мира, 34Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_900_m_3524680005?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,19 октября 2023,со двора,900 м²,1,7 м,без отделки,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.805154,49.277327,есть,вторая линия и дальше,"30 кВт, можно увеличить",помещение сдано,25,
"База габ Первая линия Свободного назначения, 2600",199000000,"Северо-Западная ул., 1к10Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/baza_gab_pervaya_liniya_svobodnogo_naznacheniya_2600_3447624064?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,16 октября 2023,с улицы,2600 м²,1,4.8 м,офисная,автономное,продажа,в эксплуатации,другой,,"в здании, бесплатная, подходит для грузового транспорта",55.866202,48.94708,есть,первая линия,"1000 кВт, можно увеличить",помещение сдано,50,
"Готовый арендный бизнес, от 68.4 м² до 149,6",320000,"ул. Баки Урманче, 4к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_ot_68.4_m_do_1496_3382274161?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 октября 2023,с улицы,68.4 м²,1,3.8 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.733457,49.17721,есть,первая линия,,помещение сдано,10,
"Свободного назначения, 73.9 м² с НДС",30680324,"Советский район, жилой комплекс Светлая Долина, 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_73.9_m_s_nds_3492843053?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,28 сентября 2023,с улицы,73.9 м²,1,4 м,без отделки,центральное,продажа,строится,жилой дом,,"на улице, бесплатная",55.798959021880535,49.23955304259524,есть,,,,,
"Свободного назначения, 157 м²",55000000,"пр-т Альберта Камалеева, 34БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_157_m_3318501391?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,18 сентября 2023,с улицы,157 м²,1,4 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.78281142533194,49.1946806053608,есть,первая линия,"25 кВт, можно увеличить",,,
"Торговая площадь, 600 м²",62000000,"ул. Хирурга Шеронова, 4Болгар",https://www.avito.ru/bolgar/kommercheskaya_nedvizhimost/torgovaya_ploschad_600_m_3634082971?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,15 сентября 2023,с улицы,600 м²,1,4.5 м,чистовая,автономное,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная",54.98200534083748,49.032076026823106,,первая линия,"150 кВт, можно увеличить",помещение сдано,30,
Здание 1095 м²,99000000,"ул. Академика Лаврентьева, 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_1095_m_3311368227?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,28 августа 2023,,1095 м²,1,3 м,офисная,,продажа,в эксплуатации,административное здание,,"на улице, бесплатная",55.83174246813017,49.13779126850888,,,,помещение сдано,20,кабинетная
"Торговая площадь, 58.9 м²",8000000,"ул. Сююмбике, 64АНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_58.9_m_3208806768?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,9 августа 2023,с улицы,58.9 м²,1,,чистовая,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная",55.651597,51.807738,есть,первая линия,,,,
"Здание, 53 м²",4600000,"Центральная ул., 41Ас. Верхний Суык-Су",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/zdanie_53_m_3160993948?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,17 июля 2023,с улицы,53 м²,,3 м,чистовая,автономное,продажа,в эксплуатации,другой,,на улице,55.595701825926106,52.27171095882136,есть,,220 кВт,,,
"Торговая площадь, 27 м²",4000000,"Московская ул., 54Елабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/torgovaya_ploschad_27_m_3378675783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,с улицы,27 м²,1,2.5 м,офисная,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.75981903,52.056427,есть,первая линия,380 кВт,,3,
"Свободного назначения, 54.2 м²",9214000,"ул. Марата Ахметшина, 3с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_54.2_m_3213789515?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,со двора,54.2 м²,1,2.6 м,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.868026,48.874101,,,,,,
"Свободного назначения, 55.7 м²",9469000,"ул. Марата Ахметшина, 1с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_55.7_m_3214705886?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,со двора,55.7 м²,1,2.6 м,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.868198,48.874963,,,,,,
"Свободного назначения, 38 м²",6460000,"ул. Марата Ахметшина, 1с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_38_m_3214499145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,со двора,38 м²,1,2.6 м,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.868198,48.874963,,,,,,
"Свободного назначения, 38.2 м²",6494000,"ул. Марата Ахметшина, 3с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_38.2_m_3214540907?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,со двора,38.2 м²,1,2.6 м,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.86834881737944,48.87389011639403,,,,,,
"Свободного назначения, 300 м²",18000000,"ул. Гоголя, 12Агрыз",https://www.avito.ru/agryz/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_300_m_3048054409?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,20 июня 2023,с улицы,300 м²,1,,без отделки,центральное,продажа,строится,другой,,"на улице, бесплатная",56.526438,52.997628,есть,первая линия,"360 кВт, можно увеличить",,,
"Торговая площадь, 318.95 м²",5000000,"Пионерская ул., 14Бавлы",https://www.avito.ru/bavly/kommercheskaya_nedvizhimost/torgovaya_ploschad_318.95_m_3180142501?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 июня 2023,с улицы,318.95 м²,1,,чистовая,,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",54.399562,53.237155,есть,,,,,
"Свободного назначения, 193 м²",1500000,"Садовая ул., 12с. Лекарево",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_193_m_3086681801?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,5 июня 2023,с улицы,193 м²,1,4.8 м,без отделки,,продажа,строится,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.783618583732164,51.809606705411284,есть,,,,20,
"Производство, 6144 м²",65000000,"Альметьевский тракт, 27Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvo_6144_m_3165152725?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,31 мая 2023,,6144 м²,1,6 м,чистовая,автономное,продажа,в эксплуатации,другой,,,55.655826568603516,52.24473190307617,есть,,30 кВт,,,
"Свободного назначения, 103.4 м²",16000000,"ул. Короленко, 93АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_103.4_m_3201820293?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,4 мая 2023,с улицы,103.4 м²,1,,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.841468,49.099605,есть,первая линия,10 кВт,,5,
"Производство, 588 м²",3950000,ул. АгадуллинаЛениногорск,https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/proizvodstvo_588_m_2977204489?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,26 апреля 2023,с улицы,588 м²,1,6 м,чистовая,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",54.60320058569262,52.46702087418225,есть,,"40 кВт, можно увеличить",помещение сдано,,
"Свободного назначения, 210 м²",7500000,"ул. Султангалиева, 26Азнакаево",https://www.avito.ru/aznakaevo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_210_m_2945056107?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,24 апреля 2023,с улицы,210 м²,1,6 м,без отделки,автономное,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",54.859018190383324,53.088781413642025,есть,первая линия,,,,
"Свободного назначения, 218 м²",21800000,"ул. Ризы Фахретдина, 28Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_218_m_2950879371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,22 апреля 2023,с улицы,218 м²,1,2.6 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",54.90467,52.31755,есть,первая линия,"15 кВт, можно увеличить",,20,
"Торговая площадь, 67 м²",4990000,"Троицкая ул., 42пос. Троицкий",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_67_m_2934203367?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,18 апреля 2023,с улицы,67 м²,1,2.7 м,офисная,автономное,продажа,в эксплуатации,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",55.591365,49.065684,есть,первая линия,,,,
"Свободного назначения, 35 м²",7000000,"ул. Баки Урманче, 9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_35_m_3059747299?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 апреля 2023,с улицы,35 м²,1,2.7 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.729965,49.176096,есть,первая линия,"5 кВт, можно увеличить",помещение сдано,100,
"Свободного назначения, 139 м²",11300000,"б-р имени Хусаина Ямашева, 12Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_139_m_2926713270?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,3 апреля 2023,с улицы,139 м²,1,2.6 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.688994,52.300617,есть,первая линия,,,10,
"Свободного назначения, 215.7 м²",75500000,"ул. Нурсултана Назарбаева, 12ВКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_215.7_m_2994579132?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,22 марта 2023,с улицы,215.7 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.775439,49.140748,есть,первая линия,,помещение сдано,,
"Торговая площадь, 39.6 м²",13000000,"ул. Липатова, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_39.6_m_3010412725?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,22 марта 2023,с улицы,39.6 м²,1,,офисная,центральное,продажа,в эксплуатации,жилой дом,,на улице,55.872021,49.223581,есть,первая линия,,помещение сдано,,
"Свободного назначения, 370 м²",150000,"ул. Гафиатуллина, 48Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_370_m_2795532984?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 марта 2023,с улицы,370 м²,1,3 м,без отделки,центральное,продажа,строится,жилой дом,,"на улице, бесплатная",54.907983,52.260767,есть,первая линия,,,,
"Свободного назначения, 100 м²",5900000,"ул. Островского, 12Бавлы",https://www.avito.ru/bavly/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_100_m_2924454106?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 марта 2023,с улицы,100 м²,1,3.5 м,офисная,центральное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",54.405093637715076,53.24303644031945,есть,первая линия,,помещение сдано,40,
"Свободного назначения, 370 м²",120000,"ул. Гафиатуллина, 48Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_370_m_2763241273?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,6 марта 2023,с улицы,370 м²,1,3 м,без отделки,центральное,продажа,проект,другой,,"на улице, бесплатная",54.907983,52.260767,есть,первая линия,,,,
"Свободного назначения, 1264.4 м²",280000,"ул. Мидхата Булатова, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1264.4_m_2838152271?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,27 февраля 2023,с улицы,1264.4 м²,1,3.8 м,чистовая,центральное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.734537,49.173599,есть,первая линия,"220 кВт, можно увеличить",помещение сдано,30,
Торговое здание габ окупаемость 7 лет,110000000,"пр-т Мусы Джалиля, 46АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovoe_zdanie_gab_okupaemost_7_let_2889788583?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,24 февраля 2023,с улицы,839.3 м²,1,2.7 м,чистовая,автономное,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная",55.683452,52.299251,есть,первая линия,150 кВт,помещение сдано,,
"Свободного назначения, 65 м²",5990000,"ул. Энгельса, 119Чистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_65_m_2728391727?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,22 января 2023,с улицы,65 м²,1,3 м,чистовая,,продажа,в эксплуатации,жилой дом,,на улице,55.36615372,50.61053467,есть,первая линия,,,,
"Здание, 138.4 м²",9150000,Рыночная ул.Болгар,https://www.avito.ru/bolgar/kommercheskaya_nedvizhimost/zdanie_138.4_m_2738730953?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,27 декабря 2022,с улицы,138.4 м²,,,чистовая,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",54.98009398421537,49.032562184386805,есть,,"35 кВт, можно увеличить",помещение сдано,,
"Офис, 93 м²",25800000,"ул. Адоратского, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_93_m_2675378991?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,1 декабря 2022,,93 м²,1,3 м,офисная,,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.82156073951229,49.146717944155995,,,,помещение сдано,2,открытая
Административное здание c земельным участком,5900000,"Московская ул., 3Нурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/administrativnoe_zdanie_c_zemelnym_uchastkom_2690475393?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,18 ноября 2022,с улицы,269 м²,,3 м,офисная,автономное,продажа,в эксплуатации,административное здание,,"на улице, бесплатная",54.420427,50.818208,,,,,,
"Офис, 114 м²",4970000,"ул. Султангалиева, 31Азнакаево",https://www.avito.ru/aznakaevo/kommercheskaya_nedvizhimost/ofis_114_m_2590560663?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,10 ноября 2022,,114 м²,1,3 м,офисная,,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",54.850495,53.085636,,,,помещение сдано,,кабинетная
"Торговая площадь, 82.6 м²",9000000,"ул. Бахтизина, 41/2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_82.6_m_2646273901?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,2 ноября 2022,с улицы,82.6 м²,1,2.5 м,чистовая,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.775403,49.264616,есть,первая линия,15 кВт,помещение сдано,,
"Торговая площадь, 515 м²",55000000,"ул. Гафиатуллина, 20Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_515_m_2574895029?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,24 октября 2022,с улицы,515 м²,1,3.5 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",54.906735,52.277665,есть,первая линия,"50 кВт, можно увеличить",,50,
Теплый склад 5600м2 В класса в Новониколаевке М7 на пандусе,740000000,"территория Промышленная Площадка Индустриальный Парк М7, 11/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplyy_sklad_5600m2_v_klassa_v_novonikolaevke_m7_na_panduse_2567853442?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,22 сентября 2022,со двора,5600 м²,1,,чистовая,,продажа,,другой,,на улице,55.894354,48.967849,,,,,,
"Производство, 1855 м²",24499999,"Заводская ул., 7АНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/proizvodstvo_1855_m_2566268419?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,21 сентября 2022,с улицы,1855 м²,1,5 м,чистовая,,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.59908676,51.84622955,,,"180 кВт, можно увеличить",,,
"Производство, 450 м²",10000000,Романовская ул.ДНП УК Усадьба,https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvo_450_m_2561697161?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,13 сентября 2022,с улицы,450 м²,1,4.5 м,без отделки,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.790533201537585,52.510006932796614,есть,,"15 кВт, можно увеличить",помещение сдано,,
"Свободного назначения, 34 м²",2400000,"пр-т Ленина, 25АЛениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_34_m_2516950175?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,24 июля 2022,с улицы,34 м²,1,2.5 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",54.600666,52.447544,есть,,5 кВт,,,
