title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип аренды,Тип здания,Парковка,lat,lon,Отдельный вход,Высота потолков,Мощность электросети,Отопление,Минимальный срок аренды,Удалённость от дороги,Аренда части,Планировка,Класс здания,Количество парковочных мест,Арендные каникулы,Платежи включены
"Торговая площадь, 15 м²",1200,"Магистральная ул., 10с. Каймары",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_15_m_4089719228?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,13 мая 2024,с улицы,15 м²,1,без отделки,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.9636022969384,49.18130795330305,есть,2.5 м,,,6 мес.,,,,,5,есть,
"Свободного назначения, 30 м²",40000,"ул. Мамадышский Тракт, 35Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_30_m_3906972958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,7 мая 2024,с улицы,40 м²,1,чистовая,прямая,бизнес-центр,"на улице, подходит для грузового транспорта",55.80186081,49.26055527,есть,5 м,15 кВт,,,,возможна,,,,есть,
"Свободного назначения, 23 м²",1500,"пр-т Мира, 33БНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_23_m_4138242962?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,3 мая 2024,с улицы,23 м²,1,чистовая,субаренда,бизнес-центр,"на улице, бесплатная, подходит для грузового транспорта",55.73296,52.397859,есть,2.8 м,,центральное,11 мес.,первая линия,,,,,,
"Торговая площадь, 60 м²",350,"Московская ул., 6Нурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/torgovaya_ploschad_60_m_3966221724?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,1 мая 2024,с улицы,60 м²,1,офисная,прямая,торговый центр,"на улице, бесплатная",54.42092896,50.81752396,,,,,,,возможна,,,,есть,
"Свободного назначения, 25 м²",15000,"посёлок Орловка, Орловская ул., 73АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_25_m_4138402820?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,1 мая 2024,с улицы,25 м²,1,чистовая,прямая,другой,"на улице, бесплатная",55.71524429,52.37569046,,2.3 м,,,,,,,,,есть,
"Офис, 37 м²",38000,"ул. Мусы Джалиля, 10Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/ofis_37_m_3807428126?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,26 апреля 2024,,37 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",54.899431,52.295568,,3.2 м,,,1 мес.,,возможна,кабинетная,,,есть,
"Склад, 30 м²",10000,"Московская ул., 52Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_30_m_3901291797?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,22 апреля 2024,,30 м²,1,,прямая,другой,,55.78619766,49.11051941,,2.9 м,,,,,,,A,,есть,"коммунальные, эксплуатационные"
"Свободного назначения, 123.1 м²",123100,"Олонецкая ул., 6АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_123.1_m_3949880339?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,18 апреля 2024,с улицы,123.1 м²,1,без отделки,прямая,жилой дом,"на улице, бесплатная",55.81264496,49.19897461,есть,4 м,,,11 мес.,,возможна,,,,есть,
"Торговая площадь, 10 м²",35000,"Ленинградская ул., 27Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_10_m_3950164803?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,15 апреля 2024,с улицы,10 м²,1,чистовая,прямая,другой,на улице,55.86324692,49.08491898,есть,,,,11 мес.,,,,,30,есть,
"Склад, 30 м²",10000,"Московская ул., 52Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_30_m_3787078968?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,12 апреля 2024,с улицы,30 м²,1,чистовая,прямая,другой,на улице,55.78621604319295,49.11033359800045,есть,2.9 м,,,,,,,A,,есть,коммунальные
"Торговая площадь, 128 м²",120000,"Набережночелнинский пр-т, 1ННабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_128_m_3733441342?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,9 апреля 2024,со двора,128 м²,1,без отделки,прямая,жилой дом,на улице,55.70252609,52.3241806,есть,4.2 м,,,,,,,,2,есть,
"Помещения Свободного назначения, 80 кв м и 55 м²",2000,Советский районКазань,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomescheniya_svobodnogo_naznacheniya_80_kv_m_i_55_m_3797779974?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,8 апреля 2024,с улицы,55 м²,1,чистовая,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.79868284457582,49.24393666668699,есть,4 м,,центральное,11 мес.,первая линия,возможна,,,20,есть,
"Свободного назначения, 63.5 м². Можно по частям",50000,"ул. Кулахметова, 17к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_63.5_m._mozhno_po_chastyam_4242313404?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,5 апреля 2024,с улицы,63.5 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.827312,49.056306,есть,3 м,,,11 мес.,,,,,,есть,
"Сезонное хранение шин, шинный отель",300,"ул. Халитова, 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sezonnoe_hranenie_shin_shinnyy_otel_3743398084?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,4 апреля 2024,со двора,1 м²,1,,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.817906,49.196695,есть,2 м,,,1 мес.,,,,,10,,"коммунальные, эксплуатационные"
"Свободного назначения, 55.3 м²",900,"ул. Марата Ахметшина, 3с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_55.3_m_3854969357?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,4 апреля 2024,с улицы,55.3 м²,1,без отделки,субаренда,жилой дом,"на улице, бесплатная",55.868026,48.874101,есть,3 м,,центральное,,вторая линия и дальше,,,,,есть,
"Свободного назначения, 65.8 м²",900,"ул. Марата Ахметшина, 4с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_65.8_m_3854850031?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,4 апреля 2024,с улицы,65.8 м²,1,без отделки,субаренда,жилой дом,"на улице, бесплатная",55.869021,48.87322,есть,3 м,,центральное,,вторая линия и дальше,,,,,есть,
"Торговая площадь, 100.7 м²",201400,"ул. Зинина, 15Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_100.7_m_3879561406?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,3 апреля 2024,с улицы,100.7 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.78805135070002,49.15544852513119,есть,2.8 м,40 кВт,,11 мес.,,,,,10,есть,эксплуатационные
"Торговая площадь, 20 м²",50000,"ул. Рихарда Зорге, 68Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_20_m_3885934996?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,1 апреля 2024,с улицы,20 м²,1,чистовая,прямая,другой,на улице,55.74744415,49.21113205,есть,,,,,,,,,,есть,
"Торговая площадь, 10 м²",32000,"ул. Рихарда Зорге, 68Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_10_m_3886516111?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,1 апреля 2024,с улицы,10 м²,1,чистовая,прямая,другой,на улице,55.74744415,49.21113205,есть,,,,6 мес.,,,,,,есть,
Павильон на рынке Вересаева 1а,55000,"ул. Вересаева, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pavilon_na_rynke_veresaeva_1a_3886111349?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,25 марта 2024,с улицы,24 м²,1,чистовая,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.87162781,49.08850098,есть,,,,3 мес.,,,,,,есть,
"Торговая, от 70 до 400 м²",1500,"пр-т Чулман, 118Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ot_70_do_400_m_3928046561?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,16 марта 2024,с улицы,1 м²,1,без отделки,прямая,административное здание,"на улице, бесплатная",55.74400807065777,52.37948709059897,есть,4 м,"20 кВт, можно увеличить",,,,,,,20,есть,
"Склад, 37.9 м²",18000,"ул. Рахимова, 8с54Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_37.9_m_3668858359?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,11 марта 2024,с улицы,37.9 м²,1,без отделки,прямая,другой,"на улице, подходит для грузового транспорта",55.84135818,49.03029251,есть,2.5 м,,,6 мес.,,,,,,есть,"коммунальные, эксплуатационные"
"Свободного назначения, 60 м²",800,"Магистральная ул., 23АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60_m_3929812041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTQzRqR2M1R1d5Rll6amd3Ijt9JSWuAD8AAAA,9 марта 2024,с улицы,60 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.65922402028987,52.273903597366726,есть,2.5 м,,,,,,,,45,есть,эксплуатационные
"Торговая площадь, 69 м²",199000,"ул. Александра Курынова, 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_69_m_3746888628?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,6 марта 2024,с улицы,69 м²,1,без отделки,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.79944611,49.24341583,есть,4 м,25 кВт,,11 мес.,,,,,20,есть,
Теплый Склад и офис на Журналистов,115000,"ул. Журналистов, 27Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplyy_sklad_i_ofis_na_zhurnalistov_3647473247?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,5 марта 2024,,115.2 м²,1,офисная,прямая,административное здание,на улице,55.822155,49.19185257,,2.5 м,,,1 мес.,,,,,,есть,
"Торговая площадь, 30.2 м²",52850,"Беломорская ул., 17/37Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_30.2_m_3734978074?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,19 февраля 2024,с улицы,30.2 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная",55.864904,49.077839,,3 м,,,11 мес.,,,,,5,есть,
"Свободного назначения, 15 м²",20000,"ул. Габдуллы Тукая, 2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_15_m_3629534840?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,13 февраля 2024,с улицы,15 м²,1,чистовая,прямая,торговый центр,на улице,55.78478622,49.10794067,,,,,,,,,,,есть,
"Свободного назначения, 86.7 м²",43500,"ул. Коммуны, 4Арск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_86.7_m_3656975835?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,12 февраля 2024,с улицы,86.7 м²,1,чистовая,прямая,торговый центр,на улице,56.078086,49.8874,есть,,,автономное,11 мес.,первая линия,,,,,,
"Свободного назначения, 27 м²",24000,"ул. Лукина, 50АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_27_m_3866496045?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,9 февраля 2024,со двора,27 м²,1,чистовая,прямая,жилой дом,на улице,55.86932755,49.09748459,,3.8 м,,,11 мес.,,возможна,,,,есть,
"Свободного назначения, 83 м²",100000,"ул. Ленина, 4Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_83_m_3696644003?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,7 февраля 2024,с улицы,83 м²,1,офисная,прямая,жилой дом,на улице,54.90448761,52.31021881,есть,,,,,,,,,,есть,
"ТЦ ""Торговый квартал"", торговая площадь, 10 м²",65000,"пр-т Мира, 3Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/tts_torgovyy_kvartal_torgovaya_ploschad_10_m_3759870014?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,30 января 2024,с улицы,10 м²,1,офисная,субаренда,торговый центр,на улице,55.724895,52.380962,,,,центральное,11 мес.,первая линия,,,,,,"коммунальные, эксплуатационные"
"Торговая площадь, 70 м²",50000,"Красноармейская ул., 63АНурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/torgovaya_ploschad_70_m_3673487517?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,30 января 2024,с улицы,70 м²,1,чистовая,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",54.42042923,50.80070877,есть,,,,,,,,,,есть,
Аренда помещения детейлинг,60000,"Оренбургский пр., 151АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_pomescheniya_deteyling_3749613806?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,23 января 2024,с улицы,50 м²,1,чистовая,прямая,другой,на улице,55.73534393,49.17473221,есть,2.8 м,,,,,,,,,есть,
"Торговая площадь, 141.6 м²",92000,"ул. Железнодорожников, 20Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_141.6_m_3681133064?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,19 января 2024,с улицы,141.6 м²,1,чистовая,прямая,жилой дом,на улице,55.821204,48.893639,есть,4 м,,,11 мес.,,,,,,есть,
"Торговая площадь, 29 м²",700,"б-р Кол Гали, 6Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_29_m_3587477326?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,12 января 2024,с улицы,29 м²,1,чистовая,прямая,административное здание,"на улице, бесплатная",55.721878,52.397428,есть,3 м,,центральное,11 мес.,вторая линия и дальше,возможна,,,,есть,"коммунальные, эксплуатационные"
"Свободного назначения, 110.47 м²",99500,"Большая Красная ул., 156с. Высокая Гора",https://www.avito.ru/vysokaya_gora/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_110.47_m_3768296714?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,11 января 2024,с улицы,110.47 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная",55.917667,49.31238,есть,3 м,,автономное,12 мес.,первая линия,,,,,,
"Свободного назначения, 80 м²",45000,"ул. Ленина, 10БЗаинск",https://www.avito.ru/zainsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_80_m_3716847021?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,7 января 2024,с улицы,80 м²,1,офисная,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.28435516,51.99818039,,3 м,,,11 мес.,,,,,,есть,
Торговое помещение на трафике у Колхозного рынка,70000,"Московская ул., 48Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_na_trafike_u_kolhoznogo_rynka_3648676787?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,4 января 2024,с улицы,20 м²,1,офисная,субаренда,торговый центр,на улице,55.786789,49.109657,есть,3.5 м,,,,,,,,,есть,
"Свободного назначения, 36.8 м²",1200,"ул. Меховщиков, 72Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_36.8_m_3612245412?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,2 января 2024,с улицы,36.8 м²,1,офисная,прямая,административное здание,"на улице, бесплатная",55.765281,49.100988,есть,3.5 м,,автономное,11 мес.,первая линия,,,,3,есть,"коммунальные, эксплуатационные"
"Стройка, Вейпы, маникюр, 22 м²",33000,"Приволжский район, жилой массив Салмачи, Центральная ул., 1ГКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/stroyka_veypy_manikyur_22_m_3716465397?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,28 декабря 2023,с улицы,22 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.745651,49.264141,есть,3 м,,,11 мес.,,,,,,есть,
"Торговая площадь, 82.4 м²",74160,"ул. Маяковского, 49Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_82.4_m_3921652829?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,11 декабря 2023,с улицы,82.4 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",54.903888,52.310759,,2.5 м,,,11 мес.,,,,,,есть,
"Свободного назначения, 120 м²",1000,"ул. Нариманова, 3Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_120_m_3500846566?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,6 декабря 2023,с улицы,120 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная",55.717026,52.375994,есть,3.9 м,,,,,возможна,,,,есть,эксплуатационные
"Свободного назначения, 25.3 м²",700,"ул. Комарова, 21Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_25.3_m_3545558706?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,2 декабря 2023,с улицы,25.3 м²,1,офисная,прямая,торговый центр,"на улице, бесплатная",55.856649,48.561891,,,,центральное,12 мес.,первая линия,,,,,,коммунальные
"Торговая площадь, 137 м²",1000,"ул. Айрата Арсланова, 13Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_137_m_3585501807?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,27 ноября 2023,с улицы,137 м²,1,чистовая,прямая,жилой дом,"на улице, бесплатная",55.863727,48.877856,есть,3.5 м,,,11 мес.,,,,,,есть,эксплуатационные
"Здание под производство, магазин",50000,Карьерная ул.с. Сетяково,https://www.avito.ru/mendeleevsk/kommercheskaya_nedvizhimost/zdanie_pod_proizvodstvo_magazin_3466956968?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,26 ноября 2023,с улицы,145.9 м²,1,без отделки,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.94435250021262,52.39438769259726,есть,2.5 м,380 кВт,,12 мес.,,,,,,есть,
"Свободного назначения, 42",900,"ул. Мусы Джалиля, 34Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_42_3620454960?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,21 ноября 2023,с улицы,43 м²,1,чистовая,прямая,жилой дом,на улице,54.53359619335225,52.793729183419345,есть,,,,,,,,,,есть,
"Производство, склад, сервис 115 м²",500,"Прирельсовая ул., 12Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/proizvodstvo_sklad_servis_115_m_3937891036?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,13 ноября 2023,с улицы,115 м²,1,без отделки,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.811619,48.924038,есть,4 м,15 кВт,,6 мес.,,возможна,,,2,есть,
