title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания,city,street,total_price,price_per_meter,is_per_meter_price
"Свободного назначения, 27 м²",32000,"пр-т Мира, 52/16Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_27_m_2888229781?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,13 апреля 2023,с улицы,,27.0,1.0,2.8 м,чистовая,,,прямая,11 мес.,другой,,"на улице, бесплатная",55.74168715810119,52.41166500958349,есть,30.0,,,,,Набережные Челны,пр-т Мира,32000.0,1185.1851851851852,False
"Свободного назначения, 30 м²",33000,"пр-т Мира, 52/16Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_30_m_2888409597?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,13 апреля 2023,с улицы,,30.0,1.0,2.8 м,чистовая,,,прямая,11 мес.,другой,,"на улице, бесплатная",55.74167547941973,52.41163954994573,есть,30.0,,,,,Набережные Челны,пр-т Мира,33000.0,1100.0,False
"Помещение 72,1",80000,"ул. Бурмистрова, 15Менделеевск",https://www.avito.ru/mendeleevsk/kommercheskaya_nedvizhimost/pomeschenie_721_3026300443?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,31 марта 2023,,,72.1,1.0,4.5 м,чистовая,,,прямая,,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.89065075295328,52.308649368146405,есть,30.0,,,открытая,,Менделеевск,ул. Бурмистрова,80000.0,1109.5700416088766,False
"Свободного назначения, 55 м²",44000,"Севастопольская ул., 4Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_55_m_2795047165?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,14 марта 2023,со двора,,55.0,1.0,3.9 м,офисная,,автономное,прямая,11 мес.,другой,первая линия,"на улице, бесплатная, подходит для грузового транспорта",54.900467,52.304147,есть,15.0,,возможна,,,Альметьевск,Севастопольская ул.,44000.0,800.0,False
"Свободного назначения, 100 м²",40000,Арск,https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_100_m_2996634933?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,14 марта 2023,с улицы,,100.0,1.0,,чистовая,,,прямая,,другой,,"на улице, бесплатная, подходит для грузового транспорта",56.091316,49.876998,есть,,,возможна,,,Арск,,40000.0,400.0,False
Контейнер 40 футов в аренду под склад,12000,"ул. Сибирский Тракт, 59БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/konteyner_40_futov_v_arendu_pod_sklad_2866838529?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,2 марта 2023,с улицы,есть,30.0,1.0,2.9 м,без отделки,,,прямая,,другой,,на улице,55.840411,49.196461,,,"коммунальные, эксплуатационные",,,,Казань,ул. Сибирский Тракт,12000.0,400.0,False
"Свободного назначения, 6 м²",20000,"Альметьевский тракт, 5Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_6_m_2782804783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,1 марта 2023,с улицы,есть,6.0,1.0,3 м,чистовая,,,прямая,1 мес.,другой,,"на улице, бесплатная",55.65097679914573,52.24416370621775,есть,,,,,,Набережные Челны,Альметьевский тракт,20000.0,3333.3333333333335,False
"Торговая площадь, 100 м²",150000,"ул. Гафиатуллина, 20Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_100_m_2799573742?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,27 февраля 2023,с улицы,,100.0,1.0,3.5 м,офисная,"15 кВт, можно увеличить",,прямая,11 мес.,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",54.906734466552734,52.27766418457031,есть,50.0,эксплуатационные,возможна,,,Альметьевск,ул. Гафиатуллина,150000.0,1500.0,False
"Торговая площадь, 25.45 м²",35000,Школьная ул.пгт. Васильево,https://www.avito.ru/vasilevo/kommercheskaya_nedvizhimost/torgovaya_ploschad_25.45_m_2775634080?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,22 февраля 2023,с улицы,есть,25.45,1.0,2.5 м,чистовая,,,прямая,,другой,,"на улице, бесплатная",55.83092025140668,48.6788288664593,есть,,,,,,Васильево,Школьная ул.пгт.,35000.0,1375.24557956778,False
"Свободного назначения, 75 м²",55000,"Советский район, посёлок Дербышки, Советская ул., 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_75_m_2756333036?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,20 января 2023,с улицы,есть,75.0,1.0,3 м,чистовая,,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.87182797196456,49.22485330422975,есть,,,,,,Казань,"Советский район, посёлок Дербышки, Советская ул.",55000.0,733.3333333333334,False
"Свободного назначения, 112.8 м²",150000,"пр. Яраткан, 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_112.8_m_2734621237?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,18 января 2023,с улицы,есть,112.8,1.0,4.6 м,чистовая,,,прямая,6 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.762378,49.201052,есть,,,,,,Казань,пр. Яраткан,150000.0,1329.7872340425533,False
Аренда склада морского контейнера 15м2,7000,"Техническая ул., 52к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_sklada_morskogo_konteynera_15m2_2713071950?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,16 января 2023,со двора,,15.0,1.0,2.6 м,чистовая,,,прямая,1 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.73705673,49.1348381,есть,,,,,,Казань,Техническая ул.,7000.0,466.6666666666667,False
"Торговая площадь, 120 м²",800,"ул. Пушкина, 1ААгрыз",https://www.avito.ru/agryz/kommercheskaya_nedvizhimost/torgovaya_ploschad_120_m_2714580384?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,26 декабря 2022,с улицы,,120.0,1.0,3 м,чистовая,,,прямая,11 мес.,торговый центр,,"на улице, бесплатная",56.529605,52.997799,,,эксплуатационные,,,,Агрыз,ул. Пушкина,96000.0,800.0,True
Аренда Морского контейнера 20 ф (6 метров),6000,"Техническая ул., 17ДКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_morskogo_konteynera_20_f_6_metrov_2679745482?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,5 декабря 2022,со двора,есть,15.0,1.0,,,,,прямая,,другой,,"на улице, подходит для грузового транспорта",55.7346722005662,49.12986516952514,есть,,,,,,Казань,Техническая ул.,6000.0,400.0,False
"Офис, 60 м²",450,"пр-т Строителей, 34Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/ofis_60_m_2643821727?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,31 октября 2022,,,60.0,1.0,2.8 м,офисная,,,прямая,1 мес.,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",54.894020080566406,52.2686653137207,есть,25.0,"коммунальные, эксплуатационные",возможна,"кабинетная, открытая",,Альметьевск,пр-т Строителей,27000.0,450.0,True
"Свободного назначения, 142.6 м²",68586,"58-й комплекс, 16Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_142.6_m_2594744087?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,22 сентября 2022,с улицы,есть,142.6,1.0,2.7 м,офисная,,,субаренда,11 мес.,жилой дом,,"на улице, бесплатная",55.722064529452666,52.398213300724905,есть,,,,,,Набережные Челны,58-й комплекс,68586.0,480.9677419354839,False
Склад (контейнер) для хранения мебели при ремонте,4500,"ул. Халитова, 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_konteyner_dlya_hraneniya_mebeli_pri_remonte_2559519314?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,14 сентября 2022,с улицы,есть,6.0,1.0,2 м,без отделки,,центральное,прямая,1 мес.,другой,,"в здании, бесплатная, подходит для грузового транспорта",55.81867314221154,49.18965688354492,,,"коммунальные, эксплуатационные",,,B,Казань,ул. Халитова,27000.0,750.0,True
"Свободного назначения, 62 м²",55000,"ул. Хусаина Ямашева, 9ББугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_62_m_2534109178?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,11 сентября 2022,с улицы,,62.0,1.0,3 м,чистовая,,,прямая,,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",54.535984065342575,52.80220873255339,есть,,,,,,Бугульма,ул. Хусаина Ямашева,55000.0,887.0967741935484,False
"Помещение №2 1 этаж дома В-19 ЖК Новый, 131.62 м²",223754,"ул. Шамиля Усманова, 18ГНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/pomeschenie_2_1_etazh_doma_v-19_zhk_novyy_131.62_m_2503409912?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,9 августа 2022,с улицы,есть,131.62,1.0,3 м,без отделки,,центральное,прямая,12 мес.,жилой дом,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.727336394454994,52.381110132625984,,40.0,,,,,Набережные Челны,ул. Шамиля Усманова,223754.0,1700.0,False
"Склад, 10 м²",6300,"Тихорецкая ул., 7к9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_10_m_2491275839?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,7 июля 2022,с улицы,,10.0,1.0,3.4 м,без отделки,,,прямая,1 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.73223146635027,49.12057390274487,есть,,"коммунальные, эксплуатационные",,,,Казань,Тихорецкая ул.,6300.0,630.0,False
Аренда морского контейнера под склад,7000,"ул. Родины, 25к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_morskogo_konteynera_pod_sklad_2457155326?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,13 июня 2022,со двора,есть,15.0,1.0,2.6 м,чистовая,,,прямая,1 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.770376311685496,49.20635479637917,есть,20.0,"коммунальные, эксплуатационные",возможна,,,Казань,ул. Родины,7000.0,466.6666666666667,False
"Свободного назначения, 125 м²",125000,"Московский пр-т, 90Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_125_m_2450641554?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,19 мая 2022,с улицы,есть,125.0,1.0,3 м,без отделки,,,прямая,,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",55.726198,52.400653,,,,,,,Набережные Челны,Московский пр-т,125000.0,1000.0,False
"Свободного назначения, 77 м²",85000,"ул. Виктора Сажинова, 6/9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_77_m_2419370783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,17 мая 2022,с улицы,есть,77.0,1.0,4 м,чистовая,,,прямая,,жилой дом,,"в здании, бесплатная",55.866667,48.875798,есть,10.0,,возможна,,,Казань,ул. Виктора Сажинова,85000.0,1103.8961038961038,False
"Свободного назначения, 60 м²",40000,"Силикатная ул., 4АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60_m_2400128449?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,7 мая 2022,с улицы,есть,60.0,1.0,2.7 м,чистовая,,,прямая,11 мес.,другой,,"на улице, подходит для грузового транспорта",55.83953071771355,49.11924912159173,есть,,,,,,Казань,Силикатная ул.,40000.0,666.6666666666666,False
"Свободного назначения, 12 м²",15000,"ул. Рихарда Зорге, 93Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_12_m_2377638834?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,8 апреля 2022,с улицы,есть,12.0,1.0,2.7 м,офисная,,,субаренда,,жилой дом,,"на улице, бесплатная",55.7460164135546,49.2175420158691,есть,,эксплуатационные,,,,Казань,ул. Рихарда Зорге,15000.0,1250.0,False
"Свободного назначения, 90 м²",110000,"ул. Виктора Полякова, 20АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_90_m_2393108659?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,6 апреля 2022,с улицы,есть,90.0,1.0,3 м,чистовая,10 кВт,центральное,прямая,11 мес.,жилой дом,первая линия,"на улице, бесплатная",55.757566,52.46667,есть,,,возможна,,,Набережные Челны,ул. Виктора Полякова,110000.0,1222.2222222222222,False
"Свободного назначения, 45 м²",65000,"пр-т Ибрагимова, 28к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_45_m_2387268080?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,6 апреля 2022,с улицы,есть,45.0,1.0,,чистовая,,нет,прямая,11 мес.,другой,первая линия,"на улице, бесплатная",55.8340467505193,49.0897588220901,,,,,,,Казань,пр-т Ибрагимова,65000.0,1444.4444444444443,False
"Торговая площадь, 25 м²",20000,"ул. Мусы Джалиля, 68с. Сарманово",https://www.avito.ru/sarmanovo/kommercheskaya_nedvizhimost/torgovaya_ploschad_25_m_2369756114?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,25 марта 2022,с улицы,,25.0,1.0,,офисная,,автономное,субаренда,,другой,первая линия,"на улице, бесплатная",55.252393,52.593261,,,,,,,Сарманово,"ул. Мусы Джалиля, 68с.",20000.0,800.0,False
"Склад, 150 м²",400,"Магистральная ул., 57БНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sklad_150_m_2336728856?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,3 февраля 2022,,есть,150.0,1.0,4 м,без отделки,20 кВт,,прямая,,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.662908,52.27338,есть,,,,,,Набережные Челны,Магистральная ул.,60000.0,400.0,True
"Торговая площадь, 1 этаж- 28 м2, 30 м2 ; 2 этаж",29000,"2-й комплекс, б-р Энтузиастов, 14Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_1_etazh-_28_m2_30_m2_2_etazh_2315137545?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,19 января 2022,с улицы,,28.0,1.0,,чистовая,,центральное,прямая,11 мес.,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.744216,52.421458,есть,,"коммунальные, эксплуатационные",возможна,,,Набережные Челны,"2-й комплекс, б-р Энтузиастов",29000.0,1035.7142857142858,False
"Склад 66,5 кв.м с офисом в центре города",50000,"Портовая ул., 25АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_665_kv.m_s_ofisom_v_tsentre_goroda_2299906551?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,22 ноября 2021,со двора,есть,66.5,1.0,4 м,,220 кВт,автономное,прямая,,административное здание,,"на улице, бесплатная",55.769464,49.098024,,,коммунальные,,,,Казань,Портовая ул.,50000.0,751.8796992481203,False
"Свободного назначения, 32.6 м²",26080,"Комсомольская ул., 2Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_32.6_m_2263028027?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,28 октября 2021,с улицы,,32.6,1.0,3 м,чистовая,,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.847432,48.498416,есть,7.0,,,,,Зеленодольск,Комсомольская ул.,26080.0,800.0,False
"Свободного назначения, 51 м²",77000,"ул. Галактионова, 22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_51_m_2242090066?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,18 октября 2021,с улицы,,51.0,1.0,2.9 м,офисная,,,прямая,11 мес.,бизнес-центр,,на улице,55.793541,49.128944,,,"коммунальные, эксплуатационные",,,,Казань,ул. Галактионова,77000.0,1509.8039215686274,False
"Свободного назначения, 15 м²",8000,"ул. Восстания, 100Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_15_m_2252045866?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,13 октября 2021,с улицы,,15.0,1.0,2 м,без отделки,,,прямая,1 мес.,другой,,нет,55.83342,49.050431,есть,,,,,,Казань,ул. Восстания,8000.0,533.3333333333334,False
"Свободного назначения, 25 м²",25000,"ул. Клары Цеткин, 10Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_25_m_2230995415?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,7 сентября 2021,с улицы,,25.0,1.0,2.3 м,офисная,,,прямая,11 мес.,бизнес-центр,первая линия,на улице,55.799851,49.064166,есть,,,,,,Казань,ул. Клары Цеткин,25000.0,1000.0,False
"Свободного назначения, 63 м²",157000,"Счастливая ул., 11с. Усады",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_63_m_2182782768?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,9 августа 2021,с улицы,,63.0,1.0,,чистовая,,,прямая,,жилой дом,,на улице,55.683857,49.212585,есть,,,,,,Усады,"Счастливая ул., 11с.",157000.0,2492.063492063492,False
"Склад, 20 м²",15000,"ул. Аксу, 2ВКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_20_m_2197358890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,7 августа 2021,,есть,20.0,1.0,3.5 м,без отделки,,,прямая,,торговый центр,,"на улице, подходит для грузового транспорта",55.85586166,48.86885452,есть,,,,,B,Казань,ул. Аксу,15000.0,750.0,False
"Медцентр, шоурум, склад-магазин 25 - 800м²",45000,"ул. Тази Гиззата, 26к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/medtsentr_shourum_sklad-magazin_25_-_800m_2192450783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,6 августа 2021,с улицы,есть,25.0,1.0,3.5 м,без отделки,,,прямая,11 мес.,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",55.784996,49.102062,есть,,,,,,Казань,ул. Тази Гиззата,45000.0,1800.0,False
"Свободного назначения, 60 м²",30000,"ул. 30 лет Победы, 10Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60_m_2175274571?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,1 июля 2021,с улицы,,60.0,1.0,,чистовая,,,прямая,,жилой дом,,"на улице, бесплатная",55.631951,51.798225,есть,,,,,,Нижнекамск,ул. 30 лет Победы,30000.0,500.0,False
"Торговая площадь, 17 м²",2300,"ул. Менделеева, 37Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_17_m_2154729970?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,31 мая 2021,с улицы,,17.0,1.0,,чистовая,,,прямая,11 мес.,торговый центр,первая линия,"на улице, бесплатная",55.655981,51.823611,,,,,,,Нижнекамск,ул. Менделеева,39100.0,135.2941176470588,True
"Торговая площадь, 43 м²",15000,ул. Ивушкас. Галактионово,https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/torgovaya_ploschad_43_m_1752984862?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,9 мая 2021,с улицы,есть,43.0,1.0,3 м,чистовая,,,прямая,,другой,,"на улице, бесплатная",55.3784562248914,50.5161595579533,есть,,"коммунальные, эксплуатационные",,,,Галактионово,ул. Ивушкас.,15000.0,348.83720930232556,False
"Казань, торговое место, 12,4 м2",17000,"пр-т Победы, 100Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kazan_torgovoe_mesto_124_m2_1756113320?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,7 мая 2021,с улицы,,17.8,1.0,,чистовая,,центральное,субаренда,11 мес.,другой,первая линия,"на улице, бесплатная",55.768891,49.220832,,,"коммунальные, эксплуатационные",возможна,,,Казань,пр-т Победы,17000.0,955.0561797752808,False
