title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест,city,street,total_price,price_per_meter,is_per_meter_price
"Свободного назначения, 86.9 м², цена с НДС",19987000,"ул. Комиссара Габишева, 16Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_86.9_m_tsena_s_nds_3629791084?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 декабря 2023,с улицы,86.9,1.0,без отделки,продажа,,жилой дом,на улице,55.742676,49.231585,3.5 м,,,в эксплуатации,,есть,центральное,,,Казань,ул. Комиссара Габишева,19987000.0,229999.99999999997,False
"Свободного назначения, 1607.7 м²",17470000,"ул. Белинского, 2АЛениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1607.7_m_3529561779?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,5 декабря 2023,с улицы,1607.7,1.0,чистовая,продажа,,административное здание,"на улице, бесплатная, подходит для грузового транспорта",54.578338,52.446719,3 м,220 кВт,,в эксплуатации,,,автономное,вторая линия и дальше,,Лениногорск,ул. Белинского,17470000.0,10866.455184424954,False
"Свободного назначения, 135 м²",18500000,"Советский район, жилой массив Константиновка, Заречная ул., 25АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_135_m_3668453332?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,5 декабря 2023,с улицы,135.0,1.0,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.80431511085598,49.26300971430084,4.8 м,"30 кВт, можно увеличить",,в эксплуатации,,есть,автономное,первая линия,10.0,Казань,"Советский район, жилой массив Константиновка, Заречная ул.",18500000.0,137037.03703703705,False
Коммерческое помещение в Новом ЖК,9889000,"ул. Тансык, 7Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kommercheskoe_pomeschenie_v_novom_zhk_3652241746?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,29 ноября 2023,с улицы,63.8,1.0,без отделки,продажа,,жилой дом,в здании,55.867228,48.877945,,15 кВт,,,,,,,,Казань,ул. Тансык,9889000.0,155000.0,False
"Склад, 1056 м²",70000000,"Республика Татарстан, Пестречинский район, Шигалеевское сельское поселениеКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_1056_m_3469279201?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,17 ноября 2023,с улицы,1056.0,1.0,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.82247941151057,49.49630257095146,8.5 м,"50 кВт, можно увеличить",,строится,B,есть,автономное,,50.0,Казань,"Республика Татарстан, Пестречинский район, Шигалеевское сельское поселение",70000000.0,66287.87878787878,False
"Свободного назначения, 500 м²",82500000,"ул. Лукина, 50АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_500_m_3674409571?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 ноября 2023,с улицы,500.0,1.0,чистовая,продажа,,жилой дом,на улице,55.8691864,49.09675598,3.5 м,"55 кВт, можно увеличить",,в эксплуатации,,есть,центральное,вторая линия и дальше,,Казань,ул. Лукина,82500000.0,165000.0,False
"Свободного назначения, 39.2 м²",6453500,"ул. Лукина, 50АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_39.2_m_3673990721?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 ноября 2023,с улицы,39.2,1.0,чистовая,продажа,,жилой дом,на улице,55.8691864,49.09675598,3.5 м,"25 кВт, можно увеличить",,в эксплуатации,,есть,центральное,вторая линия и дальше,,Казань,ул. Лукина,6453500.0,164630.1020408163,False
"Свободного назначения, 900 м²",73000000,"Советский район, жилой массив Константиновка, ул. Мира, 34Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_900_m_3524680005?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,19 октября 2023,со двора,900.0,1.0,без отделки,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.805154,49.277327,7 м,"30 кВт, можно увеличить",,в эксплуатации,,есть,автономное,вторая линия и дальше,25.0,Казань,"Советский район, жилой массив Константиновка, ул. Мира",73000000.0,81111.11111111111,False
"База габ Первая линия Свободного назначения, 2600",199000000,"Северо-Западная ул., 1к10Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/baza_gab_pervaya_liniya_svobodnogo_naznacheniya_2600_3447624064?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,16 октября 2023,с улицы,2600.0,1.0,офисная,продажа,помещение сдано,другой,"в здании, бесплатная, подходит для грузового транспорта",55.866202,48.94708,4.8 м,"1000 кВт, можно увеличить",,в эксплуатации,,есть,автономное,первая линия,50.0,Казань,Северо-Западная ул.,199000000.0,76538.46153846153,False
"Торговая площадь, 600 м²",62000000,"ул. Хирурга Шеронова, 4Болгар",https://www.avito.ru/bolgar/kommercheskaya_nedvizhimost/torgovaya_ploschad_600_m_3634082971?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,15 сентября 2023,с улицы,600.0,1.0,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",54.98200534083748,49.03207602682311,4.5 м,"150 кВт, можно увеличить",,в эксплуатации,,,автономное,первая линия,30.0,Болгар,ул. Хирурга Шеронова,62000000.0,103333.33333333333,False
Здание 1095 м²,99000000,"ул. Академика Лаврентьева, 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_1095_m_3311368227?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,28 августа 2023,,1095.0,1.0,офисная,продажа,помещение сдано,административное здание,"на улице, бесплатная",55.83174246813017,49.13779126850888,3 м,,кабинетная,в эксплуатации,,,,,20.0,Казань,ул. Академика Лаврентьева,99000000.0,90410.95890410959,False
"Торговая площадь, 58.9 м²",8000000,"ул. Сююмбике, 64АНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_58.9_m_3208806768?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,9 августа 2023,с улицы,58.9,1.0,чистовая,продажа,,другой,"на улице, бесплатная",55.651597,51.807738,,,,в эксплуатации,,есть,автономное,первая линия,,Нижнекамск,ул. Сююмбике,8000000.0,135823.42954159592,False
"Здание, 53 м²",4600000,"Центральная ул., 41Ас. Верхний Суык-Су",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/zdanie_53_m_3160993948?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,17 июля 2023,с улицы,53.0,,чистовая,продажа,,другой,на улице,55.595701825926106,52.27171095882136,3 м,220 кВт,,в эксплуатации,,есть,автономное,,,Су,"Центральная ул., 41Ас. Верхний Суык-",4600000.0,86792.45283018867,False
"Торговая площадь, 27 м²",4000000,"Московская ул., 54Елабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/torgovaya_ploschad_27_m_3378675783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,с улицы,27.0,1.0,офисная,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.75981903,52.056427,2.5 м,380 кВт,,в эксплуатации,,есть,автономное,первая линия,3.0,Елабуга,Московская ул.,4000000.0,148148.14814814815,False
"Свободного назначения, 54.2 м²",9214000,"ул. Марата Ахметшина, 3с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_54.2_m_3213789515?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,со двора,54.2,1.0,без отделки,продажа,,жилой дом,на улице,55.868026,48.874101,2.6 м,,,в эксплуатации,,,,,,Осиново,"ул. Марата Ахметшина, 3с.",9214000.0,170000.0,False
"Свободного назначения, 55.7 м²",9469000,"ул. Марата Ахметшина, 1с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_55.7_m_3214705886?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,со двора,55.7,1.0,без отделки,продажа,,жилой дом,на улице,55.868198,48.874963,2.6 м,,,в эксплуатации,,,,,,Осиново,"ул. Марата Ахметшина, 1с.",9469000.0,170000.0,False
"Свободного назначения, 38 м²",6460000,"ул. Марата Ахметшина, 1с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_38_m_3214499145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,со двора,38.0,1.0,без отделки,продажа,,жилой дом,на улице,55.868198,48.874963,2.6 м,,,в эксплуатации,,,,,,Осиново,"ул. Марата Ахметшина, 1с.",6460000.0,170000.0,False
"Свободного назначения, 38.2 м²",6494000,"ул. Марата Ахметшина, 3с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_38.2_m_3214540907?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 июля 2023,со двора,38.2,1.0,без отделки,продажа,,жилой дом,на улице,55.86834881737944,48.87389011639403,2.6 м,,,в эксплуатации,,,,,,Осиново,"ул. Марата Ахметшина, 3с.",6494000.0,170000.0,False
"Свободного назначения, 300 м²",18000000,"ул. Гоголя, 12Агрыз",https://www.avito.ru/agryz/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_300_m_3048054409?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,20 июня 2023,с улицы,300.0,1.0,без отделки,продажа,,другой,"на улице, бесплатная",56.526438,52.997628,,"360 кВт, можно увеличить",,строится,,есть,центральное,первая линия,,Агрыз,ул. Гоголя,18000000.0,60000.0,False
"Торговая площадь, 318.95 м²",5000000,"Пионерская ул., 14Бавлы",https://www.avito.ru/bavly/kommercheskaya_nedvizhimost/torgovaya_ploschad_318.95_m_3180142501?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 июня 2023,с улицы,318.95,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",54.399562,53.237155,,,,в эксплуатации,,есть,,,,Бавлы,Пионерская ул.,5000000.0,15676.438313215238,False
"Производство, 6144 м²",65000000,"Альметьевский тракт, 27Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvo_6144_m_3165152725?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,31 мая 2023,,6144.0,1.0,чистовая,продажа,,другой,,55.65582656860352,52.24473190307617,6 м,30 кВт,,в эксплуатации,,есть,автономное,,,Набережные Челны,Альметьевский тракт,65000000.0,10579.427083333334,False
"Свободного назначения, 103.4 м²",16000000,"ул. Короленко, 93АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_103.4_m_3201820293?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,4 мая 2023,с улицы,103.4,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная",55.841468,49.099605,,10 кВт,,в эксплуатации,,есть,центральное,первая линия,5.0,Казань,ул. Короленко,16000000.0,154738.87814313345,False
"Свободного назначения, 210 м²",7500000,"ул. Султангалиева, 26Азнакаево",https://www.avito.ru/aznakaevo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_210_m_2945056107?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,24 апреля 2023,с улицы,210.0,1.0,без отделки,продажа,,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",54.85901819038333,53.088781413642025,6 м,,,в эксплуатации,,есть,автономное,первая линия,,Азнакаево,ул. Султангалиева,7500000.0,35714.28571428572,False
"Свободного назначения, 218 м²",21800000,"ул. Ризы Фахретдина, 28Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_218_m_2950879371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,22 апреля 2023,с улицы,218.0,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.90467,52.31755,2.6 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,20.0,Альметьевск,ул. Ризы Фахретдина,21800000.0,100000.0,False
"Торговая площадь, 67 м²",4990000,"Троицкая ул., 42пос. Троицкий",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_67_m_2934203367?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,18 апреля 2023,с улицы,67.0,1.0,офисная,продажа,,административное здание,"на улице, бесплатная, подходит для грузового транспорта",55.591365,49.065684,2.7 м,,,в эксплуатации,,есть,автономное,первая линия,,Троицкий,"Троицкая ул., 42пос.",4990000.0,74477.6119402985,False
"Свободного назначения, 35 м²",7000000,"ул. Баки Урманче, 9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_35_m_3059747299?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,13 апреля 2023,с улицы,35.0,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.729965,49.176096,2.7 м,"5 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,100.0,Казань,ул. Баки Урманче,7000000.0,200000.0,False
"Свободного назначения, 139 м²",11300000,"б-р имени Хусаина Ямашева, 12Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_139_m_2926713270?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,3 апреля 2023,с улицы,139.0,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.688994,52.300617,2.6 м,,,в эксплуатации,,есть,центральное,первая линия,10.0,Набережные Челны,б-р имени Хусаина Ямашева,11300000.0,81294.96402877697,False
"Свободного назначения, 100 м²",5900000,"ул. Островского, 12Бавлы",https://www.avito.ru/bavly/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_100_m_2924454106?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,10 марта 2023,с улицы,100.0,1.0,офисная,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",54.40509363771508,53.24303644031945,3.5 м,,,в эксплуатации,,есть,центральное,первая линия,40.0,Бавлы,ул. Островского,5900000.0,59000.0,False
Торговое здание габ окупаемость 7 лет,110000000,"пр-т Мусы Джалиля, 46АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovoe_zdanie_gab_okupaemost_7_let_2889788583?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxM21MUDNqNFZXNjRlMjhLIjt9R04VZj8AAAA,24 февраля 2023,с улицы,839.3,1.0,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",55.683452,52.299251,2.7 м,150 кВт,,в эксплуатации,,есть,автономное,первая линия,,Набережные Челны,пр-т Мусы Джалиля,110000000.0,131061.59895150721,False
"Свободного назначения, 65 м²",5990000,"ул. Энгельса, 119Чистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_65_m_2728391727?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,22 января 2023,с улицы,65.0,1.0,чистовая,продажа,,жилой дом,на улице,55.36615372,50.61053467,3 м,,,в эксплуатации,,есть,,первая линия,,Чистополь,ул. Энгельса,5990000.0,92153.84615384616,False
"Здание, 138.4 м²",9150000,Рыночная ул.Болгар,https://www.avito.ru/bolgar/kommercheskaya_nedvizhimost/zdanie_138.4_m_2738730953?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,27 декабря 2022,с улицы,138.4,,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",54.98009398421537,49.032562184386805,,"35 кВт, можно увеличить",,в эксплуатации,,есть,автономное,,,Болгар,Рыночная ул.,9150000.0,66112.71676300578,False
"Офис, 93 м²",25800000,"ул. Адоратского, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_93_m_2675378991?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,1 декабря 2022,,93.0,1.0,офисная,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.82156073951229,49.146717944156,3 м,,открытая,в эксплуатации,,,,,2.0,Казань,ул. Адоратского,25800000.0,277419.3548387097,False
Административное здание c земельным участком,5900000,"Московская ул., 3Нурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/administrativnoe_zdanie_c_zemelnym_uchastkom_2690475393?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,18 ноября 2022,с улицы,269.0,,офисная,продажа,,административное здание,"на улице, бесплатная",54.420427,50.818208,3 м,,,в эксплуатации,,,автономное,,,Нурлат,Московская ул.,5900000.0,21933.085501858735,False
"Офис, 114 м²",4970000,"ул. Султангалиева, 31Азнакаево",https://www.avito.ru/aznakaevo/kommercheskaya_nedvizhimost/ofis_114_m_2590560663?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,10 ноября 2022,,114.0,1.0,офисная,продажа,помещение сдано,жилой дом,"на улице, бесплатная",54.850495,53.085636,3 м,,кабинетная,в эксплуатации,,,,,,Азнакаево,ул. Султангалиева,4970000.0,43596.491228070176,False
"Торговая площадь, 82.6 м²",9000000,"ул. Бахтизина, 41/2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_82.6_m_2646273901?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,2 ноября 2022,с улицы,82.6,1.0,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.775403,49.264616,2.5 м,15 кВт,,в эксплуатации,,есть,автономное,первая линия,,Казань,ул. Бахтизина,9000000.0,108958.8377723971,False
"Торговая площадь, 515 м²",55000000,"ул. Гафиатуллина, 20Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_515_m_2574895029?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,24 октября 2022,с улицы,515.0,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.906735,52.277665,3.5 м,"50 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,50.0,Альметьевск,ул. Гафиатуллина,55000000.0,106796.11650485436,False
Теплый склад 5600м2 В класса в Новониколаевке М7 на пандусе,740000000,"территория Промышленная Площадка Индустриальный Парк М7, 11/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplyy_sklad_5600m2_v_klassa_v_novonikolaevke_m7_na_panduse_2567853442?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,22 сентября 2022,со двора,5600.0,1.0,чистовая,продажа,,другой,на улице,55.894354,48.967849,,,,,,,,,,Казань,территория Промышленная Площадка Индустриальный Парк М7,740000000.0,132142.85714285713,False
"Производство, 1855 м²",24499999,"Заводская ул., 7АНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/proizvodstvo_1855_m_2566268419?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,21 сентября 2022,с улицы,1855.0,1.0,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.59908676,51.84622955,5 м,"180 кВт, можно увеличить",,в эксплуатации,,,,,,Нижнекамск,Заводская ул.,24499999.0,13207.546630727762,False
"Производство, 450 м²",10000000,Романовская ул.ДНП УК Усадьба,https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvo_450_m_2561697161?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,13 сентября 2022,с улицы,450.0,1.0,без отделки,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.79053320153759,52.51000693279661,4.5 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,автономное,,,Усадьба,Романовская ул.ДНП УК,10000000.0,22222.222222222223,False
"Свободного назначения, 34 м²",2400000,"пр-т Ленина, 25АЛениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_34_m_2516950175?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,24 июля 2022,с улицы,34.0,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная",54.600666,52.447544,2.5 м,5 кВт,,в эксплуатации,,есть,центральное,,,Лениногорск,пр-т Ленина,2400000.0,70588.23529411765,False
"Здание, 623 м²",14900000,"Парковая ул., 1пгт. Куйбышевский Затон",https://www.avito.ru/kamskoe_uste/kommercheskaya_nedvizhimost/zdanie_623_m_2446038145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,15 июня 2022,с улицы,623.0,,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.15208885670217,49.175780529113744,,"150 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,10.0,Куйбышевский Затон,"Парковая ул., 1пгт.",14900000.0,23916.53290529695,False
