title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест
Бизнес центр 14154 м²,1600000000,"ул. Сары Садыковой, 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/biznes_tsentr_14154_m_4078979637?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGaVp1UEJDTm40WjZhV3NsIjt9RU8AhD8AAAA,26 июня 2024,с улицы,14154 м²,,чистовая,продажа,помещение сдано,бизнес-центр,"на улице, бесплатная, подходит для грузового транспорта",55.773981,49.116071,,,,в эксплуатации,,есть,центральное,,
"Продам торговое помещение, 711 м²",31799000,"Шоссейная ул., 11Впос. железнодорожной станции Каратун",https://www.avito.ru/apastovo/kommercheskaya_nedvizhimost/prodam_torgovoe_pomeschenie_711_m_4297593883?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGaVp1UEJDTm40WjZhV3NsIjt9RU8AhD8AAAA,21 июня 2024,с улицы,711 м²,1.0,чистовая,продажа,,административное здание,на улице,55.235903,48.396143,,,,,,,,,
"Свободного назначения, 532 м²",230000,"жилой комплекс Новый Свет, УБ-5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_532_m_4133519562?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGaVp1UEJDTm40WjZhV3NsIjt9RU8AhD8AAAA,20 июня 2024,с улицы,532 м²,1.0,без отделки,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.67087965003903,49.236066626983614,4.2 м,,,строится,,есть,центральное,первая линия,
"Торговая площадь, 309.42 м²",230000,"жилой комплекс Новый Свет, УБ-1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_309.42_m_4133490551?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGaVp1UEJDTm40WjZhV3NsIjt9RU8AhD8AAAA,20 июня 2024,с улицы,309.42 м²,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.673632359547234,49.23492937036131,4 м,,,строится,,есть,центральное,,
"Торговая площадь, 1402.7 м²",43000000,"ул. Хади Такташа, 4Ас. Актаныш",https://www.avito.ru/aktanysh/kommercheskaya_nedvizhimost/torgovaya_ploschad_1402.7_m_4071063349?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGaVp1UEJDTm40WjZhV3NsIjt9RU8AhD8AAAA,17 июня 2024,с улицы,1402.7 м²,1.0,офисная,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.72542892123463,54.04813182000584,7 м,"100 кВт, можно увеличить",,в эксплуатации,,есть,автономное,первая линия,100.0
Производственные складские здания 4149 м²,69000000,"Озёрная ул., 207с. Сапуголи",https://www.avito.ru/stolbische/kommercheskaya_nedvizhimost/proizvodstvennye_skladskie_zdaniya_4149_m_3957837252?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGaVp1UEJDTm40WjZhV3NsIjt9RU8AhD8AAAA,17 июня 2024,с улицы,4150 м²,1.0,чистовая,продажа,,другой,"на улице, бесплатная",55.55897004398784,49.22122388088985,8 м,"500 кВт, можно увеличить",,в эксплуатации,,,автономное,,300.0
"Свободного назначения, 176 м²",17500000,"ул. Академика Завойского, 13Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_176_m_3880434893?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGaVp1UEJDTm40WjZhV3NsIjt9RU8AhD8AAAA,14 июня 2024,с улицы,176 м²,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.75860164311364,49.240170709299775,3.8 м,"15 кВт, можно увеличить",,в эксплуатации,,,автономное,первая линия,
"Торговая площадь, 144 м²",43000000,"ул. Братьев Касимовых, 56Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_144_m_4101376222?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJGaVp1UEJDTm40WjZhV3NsIjt9RU8AhD8AAAA,14 июня 2024,с улицы,144 м²,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.75670260041052,49.20691968965716,4 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,
"Рядом с метро, 230 м²",64000000,"пр-т Победы, 39Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ryadom_s_metro_230_m_4100718367?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,14 июня 2024,с улицы,230 м²,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.75427145327208,49.21430338871258,3.8 м,80 кВт,,в эксплуатации,,есть,центральное,первая линия,
Производственный комплекс 3400 м²,155000000,"ул. Первопроходцев, 18Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/proizvodstvennyy_kompleks_3400_m_4029081179?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,14 июня 2024,с улицы,3400 м²,1.0,чистовая,продажа,,другой,"на улице, бесплатная",55.615034,51.818625,6 м,150 кВт,,в эксплуатации,,,центральное,,
"Свободного назначения, 611 м²",88880000,"Краснококшайская ул., 119Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_611_m_3990935418?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,11 июня 2024,с улицы,611 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.815929,49.06555,4.5 м,65 кВт,,в эксплуатации,,есть,автономное,,45.0
Готовый арендный бизнес строительная компания 77.4,12500000,"ул. Лукина, 50АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_stroitelnaya_kompaniya_77.4_4154402498?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,3 июня 2024,с улицы,77.4 м²,1.0,чистовая,продажа,,жилой дом,на улице,55.86932755,49.09748459,3.5 м,,,в эксплуатации,,есть,центральное,первая линия,
Здание 182 м² на участке 19 соток,10500000,"ул. Маршала Чуйкова, 2Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/zdanie_182_m_na_uchastke_19_sotok_4417845502?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,21 мая 2024,с улицы,154 м²,1.0,без отделки,продажа,,другой,"на улице, бесплатная",55.66437282031757,52.28378356381495,,"15 кВт, можно увеличить",,в эксплуатации,,есть,нет,,
"Торговая площадь, 62.7 м²",6099999,"Юбилейная ул., 8Азнакаево",https://www.avito.ru/aznakaevo/kommercheskaya_nedvizhimost/torgovaya_ploschad_62.7_m_4120317081?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,17 мая 2024,с улицы,62.7 м²,1.0,чистовая,продажа,,другой,на улице,54.85078986968289,53.10069922522618,2.5 м,,,в эксплуатации,,есть,центральное,первая линия,15.0
"Склад, 1304 м²",10000000,ул. ЖивотноводовЗаинск,https://www.avito.ru/zainsk/kommercheskaya_nedvizhimost/sklad_1304_m_4202013487?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,17 мая 2024,с улицы,1304 м²,1.0,без отделки,продажа,,административное здание,,55.312261,52.000391,9 м,,,в эксплуатации,,,,,
Производственный комплекс 8500 м²,100000000,Буинск,https://www.avito.ru/buinsk/kommercheskaya_nedvizhimost/proizvodstvennyy_kompleks_8500_m_3964704261?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,17 мая 2024,с улицы,8500 м²,1.0,,продажа,,другой,"на улице, бесплатная",54.964158,48.290151,6 м,360 кВт,,в эксплуатации,,,центральное,,
"Производство, 1440 м²",82000000,производственно-логистический парк ВертелевкаКазань,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/proizvodstvo_1440_m_3839002975?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,9 мая 2024,с улицы,1440 м²,1.0,без отделки,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.80727160680056,49.31744453436276,9 м,"150 кВт, можно увеличить",,строится,,есть,автономное,,30.0
"Торговая площадь, 63 м²",3600000,"ул. Мусы Джалиля, 41Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/torgovaya_ploschad_63_m_3935810413?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,8 мая 2024,с улицы,63 м²,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.53249925454598,52.79019148609831,,,,в эксплуатации,,есть,центральное,первая линия,
"Готовый арендный бизнес, ""Пятерочка"", 381 м²",220000,"ул. Сабира Ахтямова, 1к2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_pyaterochka_381_m_3862365584?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,7 мая 2024,с улицы,381 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.787604,49.215775,3.8 м,100 кВт,,в эксплуатации,,есть,центральное,первая линия,5.0
"Свободного назначения, 54.34 м²",1050000,Вахитовский районКазань,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_54.34_m_4005031201?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,6 мая 2024,с улицы,54.34 м²,1.0,без отделки,продажа,,жилой дом,на улице,55.78622982631927,49.1403146269836,3.3 м,,,строится,,есть,центральное,первая линия,
"Свободного назначения, 142.21 м²",1000000,ул. АйвазовскогоКазань,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_142.21_m_4005351238?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,6 мая 2024,с улицы,142.21 м²,1.0,без отделки,продажа,,жилой дом,на улице,55.78642932687776,49.14080815344236,3.3 м,,,строится,,есть,центральное,первая линия,
"Свободного назначения, 95.4 м²",5500000,"ул. Лермонтова, 48Лениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_95.4_m_3817199519?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,24 апреля 2024,с улицы,95.4 м²,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная",54.5937767,52.44264984,,,,в эксплуатации,,есть,центральное,первая линия,
Продажа габ Склад/торговое/автосервис/дарк стор,165000000,производственно-логистический парк ВертелевкаКазань,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_gab_skladtorgovoeavtoservisdark_stor_3752579737?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,24 апреля 2024,со двора,1440 м²,1.0,чистовая,продажа,,другой,на улице,55.809773,49.321264,,,,,,,,,
"Свободного назначения, 440 м²",25000000,"пр-т Химиков, 2Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_440_m_3820889830?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,24 апреля 2024,с улицы,440 м²,1.0,офисная,продажа,,другой,"на улице, бесплатная",55.616015,51.783555,,,,в эксплуатации,,есть,центральное,первая линия,
"Торговая площадь, 98.9 м²",8000000,"Центральная ул., 57с. Новоникольск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_98.9_m_4069593848?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,23 апреля 2024,с улицы,98.9 м²,1.0,без отделки,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.04905122357709,52.34609944924736,2.6 м,220 кВт,,в эксплуатации,,есть,нет,первая линия,5.0
"Склад, 1056 м²",85000000,"Центральная ул., 45с. Старое Шигалеево",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_1056_m_3821548082?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,23 апреля 2024,с улицы,1056 м²,1.0,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.82304001,49.49975967,7 м,"150 кВт, можно увеличить",,в эксплуатации,B,есть,автономное,,20.0
Готовый арендный бизнес,70000000,"ул. Водстрой, 1пгт. Аксубаево",https://www.avito.ru/aksubaevo/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_3816692435?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,21 апреля 2024,с улицы,2594.4 м²,1.0,офисная,продажа,,торговый центр,в здании,54.848821,50.795049,4 м,100 кВт,,,,есть,,,
"Свободного назначения, 259 м²",49000000,"ул. Рауиса Гареева, 110Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_259_m_3879491902?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,13 апреля 2024,с улицы,259 м²,1.0,офисная,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.72519302,49.17319489,4.5 м,60 кВт,,в эксплуатации,,есть,центральное,первая линия,50.0
"Арендный бизнес Wildberries, Красное&Белое",13500000,"ул. Королёва, 20Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/arendnyy_biznes_wildberries_krasnoebeloe_3754828720?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,11 апреля 2024,с улицы,169 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.86070251,48.55362701,2.8 м,"20 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,10.0
"Производственно складская база, 6511 м²",110000000,"посёлок ЗЯБ, ул. Хади Такташа, 1АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvenno_skladskaya_baza_6511_m_4073861952?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,9 апреля 2024,с улицы,2381 м²,1.0,без отделки,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.703434,52.352306,4 м,200 кВт,,в эксплуатации,,есть,автономное,,50.0
"Продажа помещения (аренд.Магнит), 380 м²",40800000,"ул. Наиля Юсупова, 11Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_pomescheniya_arend.magnit_380_m_4289593414?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,28 марта 2024,с улицы,380 м²,1.0,чистовая,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.85533142,48.89789581,3.5 м,,,в эксплуатации,,,центральное,,
"Торговая площадь, 41.2 м²",195000,"Советская ул., 56с. Николашкино",https://www.avito.ru/bavly/kommercheskaya_nedvizhimost/torgovaya_ploschad_41.2_m_4042169494?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,27 марта 2024,с улицы,41.2 м²,1.0,чистовая,продажа,,другой,на улице,54.19979095,53.36553192,,,,в эксплуатации,,есть,,первая линия,
"Торговая площадь 676,7 кв.м. с земельным участком",21000000,"ул. Татарстана, 25пгт. Актюбинский",https://www.avito.ru/aktyubinskiy/kommercheskaya_nedvizhimost/torgovaya_ploschad_6767_kv.m._s_zemelnym_uchastkom_4075791131?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,27 марта 2024,с улицы,676.7 м²,1.0,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная",54.811192,52.80856,3.5 м,,,в эксплуатации,,есть,центральное,вторая линия и дальше,
"Торговая площадь, 285.8 м²",15000000,"ул. Ленина, 3пгт. Джалиль",https://www.avito.ru/dzhalil/kommercheskaya_nedvizhimost/torgovaya_ploschad_285.8_m_4076124824?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,27 марта 2024,с улицы,285.8 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.02335256470285,52.73863523809816,3.5 м,,,в эксплуатации,,есть,центральное,первая линия,
"Торговая площадь, 379.1 м²",22000000,"ул. Шевченко, 178Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_379.1_m_4076103254?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,27 марта 2024,с улицы,379.1 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",54.90379921016344,52.24893140740969,3.5 м,,,в эксплуатации,,есть,центральное,вторая линия и дальше,
"Торговая площадь, 565.5 м²",31500000,"ул. Шевченко, 176Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_565.5_m_4075618145?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,27 марта 2024,со двора,565.5 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",54.902736364920095,52.24918013757321,3.5 м,,,в эксплуатации,,есть,центральное,первая линия,
"Торговая площадь, 325.1 м²",25000000,"ул. Шевченко, 166Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_325.1_m_4076478390?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,27 марта 2024,с улицы,325.1 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",54.90055426334953,52.25263056085201,3 м,,,в эксплуатации,,есть,центральное,первая линия,
"Торговая площадь, 31.2 м²",5000000,"ул. Ленина, 201Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_31.2_m_4076098022?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,27 марта 2024,с улицы,31.2 м²,1.0,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",54.90669909570054,52.25177476455685,2.7 м,,,в эксплуатации,,есть,центральное,первая линия,
"Производство, 10000 м²",149990000,"Славянский пер., 1пгт. Уруссу",https://www.avito.ru/urussu/kommercheskaya_nedvizhimost/proizvodstvo_10000_m_4178242015?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,26 марта 2024,с улицы,10000 м²,1.0,чистовая,продажа,,другой,,54.59745899583893,53.46560876500578,11 м,630 кВт,,в эксплуатации,,,,,
"Производство, 8576 м²",170000000,"Ресурсный пр., 30Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvo_8576_m_3722947144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,20 марта 2024,с улицы,8576 м²,1.0,чистовая,продажа,,другой,на улице,55.68887329,52.455513,,100 кВт,,в эксплуатации,,есть,,,
Помещение 1150 кв.м и 1 Га земли,34000000,Центральная ул.с. Анатыш,https://www.avito.ru/rybnaya_sloboda/kommercheskaya_nedvizhimost/pomeschenie_1150_kv.m_i_1_ga_zemli_3725489690?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,17 марта 2024,с улицы,1042 м²,1.0,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.479776,50.132811,6 м,150 кВт,,в эксплуатации,,есть,автономное,первая линия,40.0
"Красивый, новый офис с арендатором, 17.1 м²",220000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/krasivyy_novyy_ofis_s_arendatorom_17.1_m_3922871303?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,16 марта 2024,с улицы,17.1 м²,1.0,офисная,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.85860825,48.90709686,4 м,"5 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,5.0
Габ. Помещение с федеральными арендаторами с супер окупаемостью,85000000,"ул. Копылова, 5/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab._pomeschenie_s_federalnymi_arendatorami_s_super_okupaemostyu_3800934863?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,15 марта 2024,с улицы,326.9 м²,1.0,чистовая,продажа,,жилой дом,на улице,55.853375,49.08366,,60 кВт,,,,есть,,,
"Свободного назначения, 25.97 м²",4934000,"ул. Ленина, 173Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_25.97_m_3722877797?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,14 марта 2024,с улицы,25.97 м²,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная",54.90242767,52.25636673,3 м,,,строится,,есть,автономное,первая линия,
"База, 2900 м²",5700000,"ул. 200 лет Тетюшам, 14Тетюши",https://www.avito.ru/tetyushi/kommercheskaya_nedvizhimost/baza_2900_m_3867512885?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzYThZeDh1TTN6Vnd4MGFqIjt9wt5pyD8AAAA,12 марта 2024,с улицы,2900 м²,1.0,без отделки,продажа,,другой,"в здании, бесплатная, подходит для грузового транспорта",54.9438858,48.82916641,8 м,"150 кВт, можно увеличить",,в эксплуатации,,есть,нет,,50.0
