title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест
Готовый бизнес - магазин детской одежды,800000,"пр-т Чулман, 99/1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gotovyy_biznes_-_magazin_detskoy_odezhdy_7313631497?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,20 м²,1,чистовая,продажа,,торговый центр,"на улице, бесплатная",55.765478,52.412313,4 м,,,в эксплуатации,,,,первая линия,
Продам торговую площадь,200000,"ул. Серова, 29Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_torgovuyu_ploschad_7313249402?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,1132 м²,1,чистовая,продажа,,жилой дом,на улице,55.82675552,49.06669998,3.5 м,,,в эксплуатации,,,,первая линия,
Офис,4278000,"ул. Профессора Камая, 10к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_7294337391?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,,18.6 м²,1,офисная,продажа,помещение сдано,жилой дом,на улице,55.74921799,49.18473053,,,кабинетная,в эксплуатации,,,,,
"Производственный комплекс, 9500 м²",1300000000,"2-я Гаражная ул., 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/proizvodstvennyy_kompleks_9500_m_7328560760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,9500 м²,1,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.744161,49.108714,14 м,,,в эксплуатации,,есть,автономное,,
"Торговое здание новое, 481 м²",48000000,"Сенаторская ул., 1с. Сокуры",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_zdanie_novoe_481_m_7351990269?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,481 м²,1,чистовая,продажа,,торговый центр,"на улице, бесплатная",55.622024,49.385197,5 м,"80 кВт, можно увеличить",,проект,,есть,автономное,,
"Здание, 305 м²",9100000,"ул. Лермонтова, 45с. Шемордан",https://www.avito.ru/shemordan/kommercheskaya_nedvizhimost/zdanie_305_m_7293968169?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,305 м²,,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная",56.188593,50.397536,,,,в эксплуатации,,,автономное,,
"С ремонтом, 90 м²",13500000,"Тэцевская ул., 4ЕКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/s_remontom_90_m_7350603337?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,90 м²,1,офисная,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.851662,49.063618,3.5 м,20 кВт,,в эксплуатации,,есть,центральное,вторая линия и дальше,10
"ЖК Южный Парк 99,93 м2 первая линия",320000,"жилой комплекс Южный Парк, 4.3с. Усады",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zhk_yuzhnyy_park_9993_m2_pervaya_liniya_7303371715?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,99.93 м²,1,без отделки,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.68610353427053,49.204623637712274,4 м,,,строится,,есть,центральное,первая линия,100
"Склад, 14362 м²",47990000,"Вокзальная ул., 49Арск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/sklad_14362_m_7321519704?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,,14362 м²,1,без отделки,продажа,,другой,на улице,56.077595152950764,49.88991644178131,,,,в эксплуатации,,есть,,,
"Продам торговое помещение, 104.7 м²",12000000,"ул. имени Р.М. Низаметдинова, 19Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodam_torgovoe_pomeschenie_104.7_m_7321223633?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,104.7 м²,1,чистовая,продажа,,жилой дом,нет,55.699543,52.354291,,,,,,,,,
Готовый арендный бизнес 152 м²,9900000,"б-р имени Хусаина Ямашева, 12АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_152_m_7333658103?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,,152 м²,1,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.68872,52.30041,3 м,10 кВт,кабинетная,в эксплуатации,,,,,
"Продам торговое помещение, 9.1 м²",1710000,"Петербургская ул., 9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_torgovoe_pomeschenie_9.1_m_7314641307?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,9.1 м²,,офисная,продажа,,торговый центр,на улице,55.785321,49.126554,,,,,,,,,
Продажа арендного бизнеса. Торгово-офисный центр,529460000,"пр-т Мира, 24ЖНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodazha_arendnogo_biznesa._torgovo-ofisnyy_tsentr_7341275206?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,,2647.3 м²,1,офисная,продажа,,другой,"на улице, бесплатная",55.730994,52.396943,,,кабинетная,в эксплуатации,,,,,
Продается офисное помещение 143.5 м²,12900000,"пр-т Дружбы Народов, 1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_ofisnoe_pomeschenie_143.5_m_7333476850?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,143.5 м²,1,чистовая,продажа,,жилой дом,на улице,55.720753,52.40342,3.3 м,"10 кВт, можно увеличить",,в эксплуатации,,,центральное,первая линия,
"Торговая площадь, Мира ул., 45 Доход 250000",29500000,"Советский район, посёлок Дербышки, ул. Мира, 45Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_mira_ul._45_dohod_250000_7314723698?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,146 м²,1,офисная,продажа,помещение сдано,жилой дом,нет,55.860979,49.218443,,,,,,,,,
Здание с землей в собственности. арендный бизнес 8,2900000,"ул. Чернышевского, 65БМензелинск",https://www.avito.ru/menzelinsk/kommercheskaya_nedvizhimost/zdanie_s_zemley_v_sobstvennosti._arendnyy_biznes_8_7308129611?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,,85.8 м²,1,чистовая,продажа,помещение сдано,административное здание,"на улице, бесплатная",55.720773,53.115047,3 м,"15 кВт, можно увеличить",открытая,в эксплуатации,,,,,5
"Здание, 50 м²",6000000,"ул. Комарова, 14Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_50_m_7321638247?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,50 м²,,без отделки,продажа,,административное здание,"на улице, бесплатная, подходит для грузового транспорта",55.755459,49.169251,3 м,"30 кВт, можно увеличить",,в эксплуатации,,есть,автономное,,10
Габ Магнит 10 лет окупаемость,40000000,"пр-т Строителей, 40АЗеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/gab_magnit_10_let_okupaemost_7293555842?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,290 м²,1,чистовая,продажа,,жилой дом,на улице,55.86142727698768,48.56714157884255,3 м,50 кВт,,в эксплуатации,,есть,центральное,первая линия,
Собственник продаю габ с пвз яндекс маркет,7650000,"ул. Владимира Кулагина, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sobstvennik_prodayu_gab_s_pvz_yandeks_market_7307943542?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,35 м²,1,офисная,продажа,,жилой дом,на улице,55.74332809,49.14115143,2.8 м,10 кВт,,в эксплуатации,,,центральное,первая линия,
"Продается база с теплым и холодными складами, 2466кв.м",45000000,"Магистральная ул., 3БНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_baza_s_teplym_i_holodnymi_skladami_2466kv.m_7321359312?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,2466 м²,1,чистовая,продажа,,другой,на улице,55.655036,52.268726,,,,,,,,,
"Продам готовый арендный бизнес, 38 м²",3390000,"пр-т Сююмбике, 37Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodam_gotovyy_arendnyy_biznes_38_m_7321293533?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,38 м²,1,чистовая,продажа,,жилой дом,нет,55.745914,52.39405,,,,,,,,,
"Продается помещение с арендатором, 59 кв. м",5900000,"посёлок ЗЯБ, ул. Железнодорожников, 59АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_pomeschenie_s_arendatorom_59_kv._m_7321363757?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,59 м²,1,чистовая,продажа,,жилой дом,на улице,55.694459,52.356806,,,,,,,,,
Свободного назначения,15500000,"Автозаводский пр-т, 59Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7303963026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,79 м²,1,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.76293945,52.41370392,4 м,35 кВт,,в эксплуатации,,есть,центральное,первая линия,
Продается склад с пищевым цехом,55000000,Полиграфическая ул.Набережные Челны,https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_sklad_s_pischevym_tsehom_7321596421?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,730 м²,1,чистовая,продажа,,другой,на улице,55.645939,52.330018,,,,,,,,,
"Торговая площадь, 864 м²",16500000,"Казанская ул., 14ВЗаинск",https://www.avito.ru/zainsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_864_m_7313949812?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,864 м²,1,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.287922,52.005879,2.7 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,центральное,вторая линия и дальше,10
Купить Спортивно-оздоровительный комплекс,144376000,"Кировский район, Шоссейная ул., 57Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kupit_sportivno-ozdorovitelnyy_kompleks_7321126688?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,858.6 м²,1,без отделки,продажа,,другой,на улице,55.807749,49.089615,,,,,,,,,
"Здание, 2516.2 м²",136000000,"ул. Ризы Фахретдина, 41Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/zdanie_2516.2_m_7305895484?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,2516.2 м²,,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",54.901321,52.319355,7.2 м,150 кВт,,в эксплуатации,,есть,автономное,,30
Торговое помещение в трц Республика,7100000,"Петербургская ул., 9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_v_trts_respublika_7321317112?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,20 м²,1,офисная,продажа,,торговый центр,в здании,55.785321,49.126554,,,,,,,,,
"Свободного назначения, 63.18 м²",12636000,"ул. Раскольникова, 18Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_63.18_m_7338401540?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,63.18 м²,1,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.72492,52.359636,,,,строится,,есть,центральное,,
"Складское помещение, 1440 м²",67000,10СДТ Гидромонтажник,https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/skladskoe_pomeschenie_1440_m_7307971155?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,1440 м²,1,чистовая,продажа,,другой,,55.63508765512928,52.24901414668268,6 м,380 кВт,,строится,,есть,,,
"Здание, 9412.6 м²",85000,"пр-т Вахитова, 16АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/zdanie_9412.6_m_7305269077?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,9412.6 м²,,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.746603,52.42497,4.3 м,1000 кВт,,в эксплуатации,,есть,центральное,,70
Продам помещение с киберспортивным клубом с НДС,22700000,"ул. Аметьевская Магистраль, 18к5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_pomeschenie_s_kibersportivnym_klubom_s_nds_7321493126?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,181.1 м²,1,чистовая,продажа,,жилой дом,на улице,55.767524,49.174381,,,,,,,,,
Продам продуктовый магазин,5500000,"Центральная ул., 24с. Ильбухтино",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodam_produktovyy_magazin_7321845297?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,38 м²,1,чистовая,продажа,,другой,нет,55.786313,52.57065,,,,,,,,,
"Здание, 58099.8 м²",95000,"ул. Нариманова, 69Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/zdanie_58099.8_m_7305859710?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,58099.8 м²,,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.717213,52.35253,9.6 м,,,в эксплуатации,,есть,автономное,,380
"Здание, 5491.5 м²",190000000,"Геофизическая ул., 1ВАльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/zdanie_5491.5_m_7305447631?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,5491.5 м²,,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",54.90028,52.370829,6.7 м,100 кВт,,в эксплуатации,,есть,автономное,,90
"Здание, 10096.1 м²",200000000,"ул. Владимира Ленина, 145Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/zdanie_10096.1_m_7305456642?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,10096.1 м²,,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",54.520781,52.84239,6.7 м,640 кВт,,в эксплуатации,,есть,центральное,,450
"Нежилое помещение, 72.4 м²",10200000,"ул. Бакы Урманче, 7Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/nezhiloe_pomeschenie_72.4_m_7318916941?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,,72.4 м²,1,офисная,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.86029340734304,48.56214418518066,2.5 м,"15 кВт, можно увеличить",кабинетная,в эксплуатации,,,,,5
"Склад, 532.2 м²",12700000,"ул. Валиева, 1БЧистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/sklad_532.2_m_7300267760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,532.2 м²,1,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.344741,50.651364,4 м,,,в эксплуатации,,есть,центральное,,
Свободного назначения,1950000,"Заводская ул., 25Нурлат",https://www.avito.ru/nurlat/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7294506554?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,2 недели назад,с улицы,86.8 м²,1,офисная,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.42174911,50.83091736,3.5 м,220 кВт,,в эксплуатации,,есть,автономное,первая линия,10
"Свободного назначения, 107 м²",44360000,"ул. Шаляпина, 26Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_107_m_7321702046?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,3 недели назад,с улицы,107 м²,1,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.77096566012779,49.14025049206544,2.8 м,,,строится,,,центральное,вторая линия и дальше,
Продажа габ площадью 120 м2 с вб,13750000,"Московский пр-т, 163Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodazha_gab_ploschadyu_120_m2_s_vb_7307521482?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,3 недели назад,с улицы,120 м²,1,чистовая,продажа,помещение сдано,жилой дом,"на улице, бесплатная",55.74545160890354,52.43209366917989,2.7 м,"15 кВт, можно увеличить",,,,есть,центральное,первая линия,
Продажа нового склада 1056 кв. м,75000000,"Полевая ул., 5с. Старое Шигалеево",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_novogo_sklada_1056_kv._m_7301275758?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,3 недели назад,с улицы,1056 м²,1,чистовая,продажа,помещение сдано,другой,"на улице, подходит для грузового транспорта",55.82341385,49.49621964,8 м,150 кВт,,в эксплуатации,B,есть,автономное,,40
"Продам торговое помещение, 80 м²",8500000,"Новая ул., 1Вд. Орёл",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodam_torgovoe_pomeschenie_80_m_7306010734?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,3 недели назад,с улицы,80 м²,1,чистовая,продажа,,административное здание,на улице,55.566435,49.066196,,,,,,,,,
"Свободного назначения, 16.2 м²",2985000,"Маршрутная ул., 12АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_16.2_m_7321929084?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,3 недели назад,с улицы,16.2 м²,1,офисная,продажа,,бизнес-центр,"на улице, бесплатная",55.822797,49.034001,2.8 м,,,в эксплуатации,,есть,центральное,первая линия,
"Габ Пятерочка, ул. Пограничная",70000000,"Пограничная ул., 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_pyaterochka_ul._pogranichnaya_7314771765?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,3 недели назад,со двора,413 м²,1,офисная,продажа,помещение сдано,другой,нет,55.847134,48.893271,,,,,,,,,
"Здание, 948.5 м²",60000000,"посёлок ЗЯБ, Садовый пер., 1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/zdanie_948.5_m_7305457493?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnaGNta1B2U3ZQZXlLRHJCIjt9P3UkFD8AAAA,3 недели назад,с улицы,948.5 м²,,чистовая,продажа,помещение сдано,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.697803,52.353114,3.4 м,99 кВт,,в эксплуатации,,есть,центральное,,30
